order_line,order_id,order_date,ship_date,ship_mode,customer_id,product_id,sales,quantity,discount,profit
423,Ca-New-2017-125388,19-Oct-17,23-Oct-17,Standard Class,MP-17965,FUR-FU-10004712,56.56,4,0,14.7056
572,Ca-New-2017-164826,28-Dec-17,04-Jan-18,Standard Class,JF-15415,OFF-FA-10000585,13.96,4,0,6.4216
644,Ca-New-2017-106103,10-Jun-17,15-Jun-17,Standard Class,SC-20305,TEC-AC-10003832,132.52,4,0,54.3332
760,Ca-New-2017-133333,18-Sep-17,22-Sep-17,Standard Class,BF-11020,OFF-PA-10002377,22.72,4,0,10.224
828,Ca-New-2017-126956,21-Aug-17,28-Aug-17,Standard Class,GT-14710,OFF-SU-10000381,37.24,4,0,10.7996
910,Ca-New-2017-137596,02-Sep-17,07-Sep-17,Standard Class,BE-11335,TEC-PH-10001494,1199.8,4,0,323.946
1556,Ca-New-2017-120761,04-Sep-17,08-Sep-17,Standard Class,AB-10150,TEC-AC-10000171,91.96,4,0,39.5428
1784,Ca-New-2017-166317,22-Sep-17,26-Sep-17,Standard Class,JE-15610,OFF-PA-10004475,219.84,4,0,107.7216
1958,Ca-New-2017-157987,02-Sep-17,06-Sep-17,Standard Class,AC-10615,OFF-PA-10003893,17.12,4,0,7.704
1970,Ca-New-2017-117485,23-Sep-17,29-Sep-17,Standard Class,BD-11320,TEC-AC-10004659,291.96,4,0,102.186
2468,Ca-New-2017-128755,04-May-17,08-May-17,Standard Class,MK-18160,OFF-ST-10003306,571.44,4,0,165.7176
2546,Ca-New-2017-108070,16-Apr-17,20-Apr-17,Standard Class,JE-15745,OFF-ST-10004804,205.92,4,0,2.0592
2638,Ca-New-2017-108441,12-Jun-17,18-Jun-17,Standard Class,SB-20170,OFF-PA-10000697,19.04,4,0,9.3296
2682,Ca-New-2017-127026,21-Jan-17,27-Jan-17,Standard Class,MH-18115,OFF-BI-10001196,89.52,4,0,42.0744
2708,Ca-New-2017-155873,16-Jun-17,21-Jun-17,Standard Class,AB-10255,OFF-PA-10001815,192.16,4,0,92.2368
2731,Ca-New-2017-104801,13-Feb-17,19-Feb-17,Standard Class,FH-14350,TEC-AC-10001838,799.96,4,0,343.9828
2798,Ca-New-2017-158743,20-Oct-17,27-Oct-17,Standard Class,IG-15085,OFF-AR-10002257,13.36,4,0,4.1416
2852,Ca-New-2017-107342,17-Dec-17,22-Dec-17,Standard Class,VF-21715,OFF-PA-10001745,28.16,4,0,13.2352
2859,Ca-New-2017-138975,19-May-17,23-May-17,Standard Class,SC-20380,TEC-AC-10003441,67.8,4,0,4.068
2930,Ca-New-2017-143434,18-Nov-17,24-Nov-17,Standard Class,ME-17320,FUR-FU-10002597,19.76,4,0,8.2992
2994,Ca-New-2017-147291,11-Mar-17,17-Mar-17,Standard Class,MJ-17740,OFF-BI-10003091,895.92,4,0,421.0824
3052,US-2017-148054,06-Oct-17,11-Oct-17,Standard Class,NZ-18565,OFF-AP-10004336,227.84,4,0,66.0736
3128,Ca-New-2017-147564,02-Oct-17,06-Oct-17,Standard Class,BP-11155,OFF-PA-10004438,49.12,4,0,23.0864
3396,US-2017-148362,01-Jul-17,08-Jul-17,Standard Class,KF-16285,OFF-ST-10001128,443.92,4,0,13.3176
3398,US-2017-148362,01-Jul-17,08-Jul-17,Standard Class,KF-16285,OFF-PA-10003441,25.92,4,0,12.4416
3494,Ca-New-2017-142034,24-Sep-17,28-Sep-17,Standard Class,KB-16240,TEC-AC-10002305,72,4,0,12.96
3496,Ca-New-2017-142034,24-Sep-17,28-Sep-17,Standard Class,KB-16240,FUR-CH-10000665,603.92,4,0,181.176
3560,Ca-New-2017-152737,07-Nov-17,12-Nov-17,Standard Class,TS-21505,TEC-AC-10004975,439.8,4,0,145.134
3606,Ca-New-2017-112956,21-Aug-17,27-Aug-17,Standard Class,TH-21550,FUR-FU-10004960,91.92,4,0,31.2528
3987,Ca-New-2017-112333,08-Apr-17,14-Apr-17,Standard Class,KF-16285,OFF-ST-10001780,2591.56,4,0,621.9744
4031,Ca-New-2017-124296,24-Dec-17,28-Dec-17,Standard Class,CS-12355,FUR-CH-10002439,232.88,4,0,60.5488
4182,US-2017-136868,06-Oct-17,12-Oct-17,Standard Class,CR-12820,TEC-AC-10001539,319.96,4,0,115.1856
4227,Ca-New-2017-120327,11-Nov-17,16-Nov-17,Standard Class,WB-21850,OFF-FA-10004854,45.92,4,0,21.5824
4262,Ca-New-2017-158344,07-Aug-17,11-Aug-17,Standard Class,CC-12475,TEC-AC-10002006,63.96,4,0,19.8276
4297,Ca-New-2017-117261,04-Sep-17,10-Sep-17,Standard Class,TH-21235,OFF-ST-10000419,54.32,4,0,0.5432
4516,US-2017-111920,22-Oct-17,26-Oct-17,Standard Class,PS-18970,OFF-AR-10003179,36.44,4,0,12.0252
4528,US-2017-105046,17-Jul-17,23-Jul-17,Standard Class,BE-11335,FUR-FU-10004848,39.08,4,0,14.4596
4539,Ca-New-2017-138464,08-Jul-17,12-Jul-17,Standard Class,VF-21715,OFF-AR-10004757,13.12,4,0,4.3296
4652,Ca-New-2017-150987,08-Apr-17,12-Apr-17,Standard Class,AH-10120,OFF-PA-10002923,195.76,4,0,97.88
4776,Ca-New-2017-108091,16-Nov-17,21-Nov-17,Standard Class,EK-13795,OFF-AR-10000255,23.36,4,0,6.0736
4901,Ca-New-2017-120936,17-Dec-17,21-Dec-17,Standard Class,CA-12310,OFF-ST-10001526,481.32,4,0,125.1432
5146,Ca-New-2017-161333,02-Feb-17,07-Feb-17,Standard Class,JL-15835,OFF-ST-10000464,139.04,4,0,38.9312
5147,Ca-New-2017-161333,02-Feb-17,07-Feb-17,Standard Class,JL-15835,OFF-AP-10000252,46.8,4,0,16.38
5269,US-2017-114657,16-Nov-17,21-Nov-17,Standard Class,MH-18115,TEC-MA-10003173,52.44,4,0,24.1224
5276,Ca-New-2017-147333,14-Dec-17,20-Dec-17,Standard Class,KL-16555,TEC-AC-10004469,159.8,4,0,70.312
5289,US-2017-136784,30-Apr-17,05-May-17,Standard Class,AD-10180,OFF-PA-10000675,163.96,4,0,80.3404
5315,Ca-New-2017-137876,30-Apr-17,05-May-17,Standard Class,DJ-13510,OFF-EN-10001219,30.56,4,0,14.9744
5368,Ca-New-2017-158071,10-Jun-17,15-Jun-17,Standard Class,BD-11320,OFF-LA-10004689,11.56,4,0,5.4332
5408,Ca-New-2017-108854,08-Dec-17,14-Dec-17,Standard Class,DM-13345,OFF-PA-10003022,87.92,4,0,40.4432
5483,Ca-New-2017-105487,08-Oct-17,14-Oct-17,Standard Class,CS-12250,TEC-AC-10003610,239.96,4,0,115.1808
5531,Ca-New-2017-160885,02-Dec-17,06-Dec-17,Standard Class,JK-16090,TEC-PH-10001795,2479.96,4,0,743.988
5585,Ca-New-2017-105333,30-Nov-17,04-Dec-17,Standard Class,VP-21730,OFF-ST-10002182,83.56,4,0,1.6712
5731,Ca-New-2017-117324,08-Dec-17,13-Dec-17,Standard Class,JP-15520,FUR-BO-10003159,459.92,4,0,41.3928
5732,Ca-New-2017-117324,08-Dec-17,13-Dec-17,Standard Class,JP-15520,OFF-PA-10002713,27.52,4,0,12.6592
6005,Ca-New-2017-107244,07-Sep-17,11-Sep-17,Standard Class,AG-10390,FUR-FU-10002597,19.76,4,0,8.2992
6032,Ca-New-2016-101168,25-Dec-16,01-Jan-17,Standard Class,SS-20140,FUR-FU-10003142,21.12,4,0,6.5472
6095,Ca-New-2017-100111,20-Sep-17,26-Sep-17,Standard Class,SV-20365,OFF-ST-10000615,45.4,4,0,12.712
6142,Ca-New-2017-121083,09-Jul-17,15-Jul-17,Standard Class,JF-15190,OFF-ST-10002554,195.64,4,0,3.9128
6147,Ca-New-2017-105130,21-Nov-17,25-Nov-17,Standard Class,PJ-18835,OFF-AR-10003394,11.76,4,0,3.1752
6153,Ca-New-2017-139437,03-Jul-17,08-Jul-17,Standard Class,RD-19585,OFF-ST-10002485,87.92,4,0,0.8792
6231,Ca-New-2017-127656,11-Jul-17,17-Jul-17,Standard Class,NW-18400,OFF-AR-10001166,30.32,4,0,11.8248
6262,Ca-New-2017-103506,23-Jul-17,27-Jul-17,Standard Class,LR-17035,OFF-LA-10001158,41.4,4,0,19.872
6339,Ca-New-2017-143112,05-Oct-17,09-Oct-17,Standard Class,TS-21370,TEC-PH-10003095,87.8,4,0,43.9
6341,Ca-New-2017-143112,05-Oct-17,09-Oct-17,Standard Class,TS-21370,TEC-MA-10001047,5199.96,4,0,1351.9896
6358,Ca-New-2017-139080,23-Jan-17,28-Jan-17,Standard Class,CS-12250,OFF-PA-10004621,25.92,4,0,12.4416
6486,Ca-New-2017-113908,03-Jun-17,09-Jun-17,Standard Class,KN-16390,OFF-PA-10004156,45.36,4,0,22.2264
6513,Ca-New-2017-167640,06-Mar-17,10-Mar-17,Standard Class,FC-14245,OFF-LA-10004559,11.52,4,0,5.6448
6585,Ca-New-2017-104731,21-Jul-17,27-Jul-17,Standard Class,AM-10705,TEC-PH-10002660,271.96,4,0,67.99
6691,US-2017-165869,31-Jul-17,05-Aug-17,Standard Class,LS-17200,OFF-BI-10003460,17.52,4,0,8.4096
6757,Ca-New-2017-124205,15-Sep-17,19-Sep-17,Standard Class,TC-21145,FUR-CH-10003606,512.96,4,0,143.6288
6832,US-2017-123204,21-Jul-17,27-Jul-17,Standard Class,CS-11860,OFF-AP-10002287,17.48,4,0,4.5448
6893,Ca-New-2017-164756,18-Sep-17,22-Sep-17,Standard Class,SS-20140,OFF-PA-10003848,25.92,4,0,12.4416
6894,Ca-New-2017-164756,18-Sep-17,22-Sep-17,Standard Class,SS-20140,FUR-FU-10002963,20.32,4,0,6.9088
6942,Ca-New-2017-107132,26-Jun-17,30-Jun-17,Standard Class,SC-20260,OFF-ST-10001490,713.88,4,0,214.164
7133,Ca-New-2017-141439,26-Nov-17,01-Dec-17,Standard Class,TT-21460,TEC-PH-10002624,1879.96,4,0,545.1884
7286,Ca-New-2017-151183,14-Oct-17,19-Oct-17,Standard Class,BK-11260,TEC-AC-10003614,46.36,4,0,15.2988
7403,Ca-New-2017-168172,06-Aug-17,10-Aug-17,Standard Class,SH-20395,OFF-SU-10002573,70.12,4,0,21.036
7498,Ca-New-2017-121048,14-Jul-17,18-Jul-17,Standard Class,TC-21295,OFF-FA-10000490,4.96,4,0,2.3312
7499,Ca-New-2017-121048,14-Jul-17,18-Jul-17,Standard Class,TC-21295,OFF-AR-10004042,71.92,4,0,20.8568
7596,Ca-New-2017-119655,20-Apr-17,24-Apr-17,Standard Class,CV-12295,OFF-BI-10001036,36.56,4,0,18.28
7609,Ca-New-2017-163209,03-May-17,07-May-17,Standard Class,MK-18160,OFF-PA-10001166,25.92,4,0,12.4416
7719,US-2017-146213,09-Sep-17,14-Sep-17,Standard Class,MC-17605,TEC-AC-10001114,159.96,4,0,51.1872
7743,Ca-New-2017-105326,20-Aug-17,27-Aug-17,Standard Class,KT-16480,OFF-PA-10001639,25.92,4,0,12.4416
7855,Ca-New-2017-135587,07-Dec-17,12-Dec-17,Standard Class,BH-11710,OFF-AP-10004540,320.64,4,0,89.7792
7856,Ca-New-2017-135587,07-Dec-17,12-Dec-17,Standard Class,BH-11710,TEC-AC-10001266,52,4,0,23.4
7958,Ca-New-2017-131807,05-Oct-17,10-Oct-17,Standard Class,GG-14650,OFF-AP-10004052,15.8,4,0,4.108
8043,US-2017-133081,11-Mar-17,15-Mar-17,Standard Class,PV-18985,TEC-AC-10001772,63.88,4,0,24.9132
8148,US-2017-146822,09-Jun-17,14-Jun-17,Standard Class,AG-10675,OFF-PA-10000249,49.12,4,0,23.0864
8192,US-2017-155866,17-Nov-17,21-Nov-17,Standard Class,CC-12370,FUR-FU-10004091,187.76,4,0,76.9816
8255,Ca-New-2017-152310,12-Aug-17,19-Aug-17,Standard Class,DK-12895,OFF-PA-10003134,192.16,4,0,92.2368
8312,US-2017-105935,26-Jan-17,31-Jan-17,Standard Class,BD-11500,FUR-FU-10002157,62.72,4,0,24.4608
8331,Ca-New-2017-113572,07-Nov-17,11-Nov-17,Standard Class,FP-14320,TEC-AC-10002370,7.88,4,0,2.5216
8405,Ca-New-2017-140480,08-Jul-17,12-Jul-17,Standard Class,HE-14800,FUR-FU-10003247,83.92,4,0,5.8744
8726,Ca-New-2017-148145,18-Mar-17,23-Mar-17,Standard Class,SW-20275,OFF-AR-10003752,46.2,4,0,21.252
8811,Ca-New-2017-120614,30-May-17,04-Jun-17,Standard Class,SM-20950,OFF-PA-10004911,37.52,4,0,18.0096
8836,US-2017-132675,24-Sep-17,28-Sep-17,Standard Class,KF-16285,OFF-AR-10000614,14.28,4,0,3.7128
8872,Ca-New-2017-101805,01-Dec-17,06-Dec-17,Standard Class,SH-19975,OFF-ST-10002756,541.24,4,0,5.4124
8878,Ca-New-2017-126928,17-Sep-17,23-Sep-17,Standard Class,GZ-14470,TEC-MA-10004626,480,4,0,225.6
9011,Ca-New-2017-127803,19-May-17,23-May-17,Standard Class,ND-18460,OFF-BI-10001787,26.16,4,0,12.8184
9183,Ca-New-2017-156776,07-Aug-17,11-Aug-17,Standard Class,JL-15505,TEC-AC-10004803,55.76,4,0,7.8064
9321,US-2017-108343,20-Jul-17,25-Jul-17,Standard Class,AR-10825,FUR-FU-10000747,183.92,4,0,31.2664
9365,Ca-New-2017-111591,21-Mar-17,25-Mar-17,Standard Class,PS-18970,OFF-ST-10001809,359.32,4,0,7.1864
9385,Ca-New-2017-100433,11-Aug-17,16-Aug-17,Standard Class,SJ-20125,OFF-PA-10003441,25.92,4,0,12.4416
9387,US-2017-127292,19-Jan-17,23-Jan-17,Standard Class,RM-19375,OFF-PA-10000157,79.92,4,0,37.5624
9612,Ca-New-2017-144365,24-Oct-17,30-Oct-17,Standard Class,CS-11950,OFF-FA-10000735,11.68,4,0,5.256
9690,US-2017-135986,20-Jun-17,27-Jun-17,Standard Class,PG-18895,TEC-PH-10003691,503.96,4,0,125.99
9700,Ca-New-2017-154116,15-Dec-17,19-Dec-17,Standard Class,KM-16660,OFF-AP-10000027,54.32,4,0,16.296
9855,Ca-New-2017-138870,19-Jun-17,23-Jun-17,Standard Class,GA-14515,FUR-FU-10002396,50.32,4,0,21.1344
9861,Ca-New-2017-113278,14-Jan-17,20-Jan-17,Standard Class,HR-14770,TEC-PH-10000169,67.8,4,0,1.356
9863,Ca-New-2017-113278,14-Jan-17,20-Jan-17,Standard Class,HR-14770,TEC-AC-10001445,12.12,4,0,2.5452
9865,Ca-New-2017-113278,14-Jan-17,20-Jan-17,Standard Class,HR-14770,TEC-AC-10004469,159.8,4,0,70.312
9993,Ca-New-2017-121258,26-Feb-17,03-Mar-17,Standard Class,DB-13060,OFF-PA-10004041,29.6,4,0,13.32
83,Ca-New-2014-139451,12-Oct-14,16-Oct-14,Standard Class,DN-13690,OFF-ST-10002370,21.39,1,0,6.2031
322,Ca-New-2014-164973,04-Nov-14,09-Nov-14,Standard Class,NM-18445,OFF-ST-10002974,43.57,1,0,13.071
866,Ca-New-2014-149020,10-Jan-14,15-Jan-14,Standard Class,AJ-10780,OFF-LA-10004272,2.89,1,0,1.3583
867,Ca-New-2014-149020,10-Jan-14,15-Jan-14,Standard Class,AJ-10780,FUR-FU-10000965,51.94,1,0,21.2954
1144,Ca-New-2014-146969,29-Sep-14,03-Oct-14,Standard Class,AP-10915,OFF-PA-10002105,6.48,1,0,3.1104
1146,Ca-New-2014-146969,29-Sep-14,03-Oct-14,Standard Class,AP-10915,OFF-ST-10004340,62.18,1,0,16.7886
1163,Ca-New-2014-127964,03-Mar-14,08-Mar-14,Standard Class,AP-10720,TEC-PH-10004700,9.99,1,0,4.5954
1239,Ca-New-2014-127012,11-Aug-14,15-Aug-14,Standard Class,GM-14680,FUR-FU-10003691,12.35,1,0,5.434
1240,Ca-New-2014-127012,11-Aug-14,15-Aug-14,Standard Class,GM-14680,OFF-AR-10003903,40.97,1,0,10.6522
1267,US-2014-167738,24-Dec-14,29-Dec-14,Standard Class,JC-16105,OFF-ST-10003306,142.86,1,0,41.4294
1777,Ca-New-2014-118976,28-Apr-14,03-May-14,Standard Class,MY-18295,OFF-LA-10000452,3.15,1,0,1.512
1791,Ca-New-2014-102008,30-Sep-14,04-Oct-14,Standard Class,RA-19915,OFF-PA-10004092,48.94,1,0,24.47
1892,Ca-New-2014-157623,14-Mar-14,18-Mar-14,Standard Class,DK-13225,OFF-AR-10003723,3.38,1,0,1.2506
2149,Ca-New-2014-141607,12-Dec-14,17-Dec-14,Standard Class,WB-21850,FUR-FU-10003975,43.31,1,0,4.331
2278,Ca-New-2014-104283,27-Jun-14,01-Jul-14,Standard Class,LM-17065,FUR-TA-10001039,85.98,1,0,22.3548
2734,Ca-New-2014-107594,02-Jul-14,06-Jul-14,Standard Class,EH-13945,OFF-AR-10000716,5.58,1,0,2.1762
2924,Ca-New-2014-156993,28-Jun-14,04-Jul-14,Standard Class,RW-19630,OFF-FA-10003495,6.08,1,0,3.04
3204,Ca-New-2014-158372,10-Nov-14,16-Nov-14,Standard Class,RD-19900,TEC-AC-10004209,10.99,1,0,4.2861
3230,Ca-New-2014-154641,11-Aug-14,16-Aug-14,Standard Class,KL-16645,OFF-ST-10004459,375.34,1,0,18.767
3269,Ca-New-2014-143840,22-May-14,29-May-14,Standard Class,EH-14185,TEC-PH-10003171,44.95,1,0,12.586
3357,US-2014-150434,19-Jul-14,24-Jul-14,Standard Class,CA-12310,OFF-BI-10002160,3.81,1,0,1.8288
3399,Ca-New-2014-102274,21-Nov-14,26-Nov-14,Standard Class,DH-13075,TEC-PH-10002923,36.99,1,0,9.9873
3451,Ca-New-2014-168592,08-Sep-14,14-Sep-14,Standard Class,DP-13390,OFF-ST-10002406,14.97,1,0,4.1916
3795,US-2014-117163,27-Jan-14,02-Feb-14,Standard Class,EJ-13720,OFF-ST-10003692,57.23,1,0,14.3075
3955,Ca-New-2014-133228,04-Apr-14,09-Apr-14,Standard Class,MS-17710,FUR-FU-10004020,5.47,1,0,2.3521
4508,US-2014-138247,24-Dec-14,29-Dec-14,Standard Class,BF-11170,OFF-ST-10002301,20.34,1,0,0.2034
4509,US-2014-138247,24-Dec-14,29-Dec-14,Standard Class,BF-11170,FUR-FU-10002554,23.99,1,0,5.5177
4678,Ca-New-2014-114510,14-Mar-14,19-Mar-14,Standard Class,JF-15295,OFF-ST-10000736,80.98,1,0,3.2392
5069,Ca-New-2014-124478,08-Aug-14,12-Aug-14,Standard Class,MA-17560,TEC-CO-10001571,549.99,1,0,274.995
5336,Ca-New-2014-103331,26-Aug-14,01-Sep-14,Standard Class,KB-16315,OFF-PA-10002659,3.38,1,0,1.5548
5358,Ca-New-2014-150490,05-Aug-14,11-Aug-14,Standard Class,SS-20590,TEC-AC-10004510,16.36,1,0,1.636
5654,US-2014-134187,04-Nov-14,11-Nov-14,Standard Class,TH-21235,OFF-AR-10000940,2.94,1,0,0.7938
5928,Ca-New-2014-114314,11-Oct-14,15-Oct-14,Standard Class,DB-13555,OFF-LA-10000240,7.31,1,0,3.4357
5944,Ca-New-2014-104178,25-Aug-14,29-Aug-14,Standard Class,JM-15265,FUR-FU-10000771,6.28,1,0,2.6376
6019,Ca-New-2014-102652,06-Apr-14,12-Apr-14,Standard Class,AY-10555,OFF-PA-10001977,55.48,1,0,26.6304
6215,Ca-New-2014-128538,11-Oct-14,15-Oct-14,Standard Class,AS-10240,OFF-EN-10001219,7.64,1,0,3.7436
6327,Ca-New-2014-167927,20-Jan-14,26-Jan-14,Standard Class,XP-21865,OFF-ST-10000760,13.98,1,0,4.0542
6457,Ca-New-2014-110065,05-Aug-14,11-Aug-14,Standard Class,SP-20650,TEC-PH-10002468,135.99,1,0,36.7173
7013,US-2014-135881,23-May-14,27-May-14,Standard Class,GT-14710,OFF-AP-10002118,208.16,1,0,56.2032
7070,Ca-New-2014-141901,09-Aug-14,14-Aug-14,Standard Class,GM-14500,OFF-PA-10001667,5.98,1,0,2.691
7481,Ca-New-2014-167199,06-Jan-14,10-Jan-14,Standard Class,ME-17320,OFF-PA-10000955,6.54,1,0,3.0084
7574,Ca-New-2014-100916,21-Oct-14,26-Oct-14,Standard Class,FH-14275,OFF-AR-10001022,2.84,1,0,0.8804
7624,Ca-New-2014-124464,14-Jul-14,20-Jul-14,Standard Class,SS-20515,OFF-AP-10000576,39.48,1,0,11.0544
7741,Ca-New-2014-154781,21-Nov-14,26-Nov-14,Standard Class,SC-20680,TEC-AC-10000474,94.99,1,0,28.497
7776,Ca-New-2014-166961,27-Dec-14,31-Dec-14,Standard Class,CD-12790,OFF-AP-10001366,10.98,1,0,2.9646
8173,Ca-New-2014-114125,09-Jul-14,13-Jul-14,Standard Class,GH-14410,OFF-LA-10004559,2.88,1,0,1.4112
8706,US-2014-132745,01-Oct-14,05-Oct-14,Standard Class,NF-18475,OFF-FA-10000254,4.71,1,0,0
9002,Ca-New-2014-103807,02-Dec-14,09-Dec-14,Standard Class,EM-13825,TEC-AC-10000199,5.95,1,0,0.833
9735,Ca-New-2014-114321,20-Aug-14,25-Aug-14,Standard Class,NC-18535,OFF-BI-10001359,896.99,1,0,421.5853
53,Ca-New-2015-115742,18-Apr-15,22-Apr-15,Standard Class,DP-13000,FUR-CH-10003061,89.99,1,0,17.0981
92,Ca-New-2016-109806,17-Sep-16,22-Sep-16,Standard Class,JS-15685,OFF-PA-10000304,6.48,1,0,3.1104
135,Ca-New-2016-145583,13-Oct-16,19-Oct-16,Standard Class,LC-16885,OFF-PA-10001736,35.44,1,0,16.6568
180,Ca-New-2015-137225,15-Dec-15,19-Dec-15,Standard Class,JK-15640,OFF-AR-10001940,3.28,1,0,1.4104
226,Ca-New-2015-163055,09-Aug-15,16-Aug-15,Standard Class,DS-13180,OFF-AR-10001026,2.2,1,0,0.968
228,Ca-New-2015-163055,09-Aug-15,16-Aug-15,Standard Class,DS-13180,OFF-ST-10002485,21.98,1,0,0.2198
251,Ca-New-2016-145625,11-Sep-16,17-Sep-16,Standard Class,KC-16540,OFF-PA-10004569,7.61,1,0,3.5767
303,Ca-New-2016-142545,28-Oct-16,03-Nov-16,Standard Class,JD-15895,OFF-BI-10002706,14.28,1,0,6.5688
325,Ca-New-2016-162138,23-Apr-16,27-Apr-16,Standard Class,GK-14620,TEC-AC-10001908,99.99,1,0,34.9965
471,Ca-New-2015-154144,20-Dec-15,24-Dec-15,Standard Class,MH-17785,OFF-PA-10004071,55.48,1,0,26.6304
507,Ca-New-2015-145352,16-Mar-15,22-Mar-15,Standard Class,CM-12385,OFF-AR-10001662,2.74,1,0,0.7398
587,Ca-New-2015-128139,03-Jul-15,09-Jul-15,Standard Class,BD-11725,FUR-CH-10003956,70.98,1,0,4.9686
693,Ca-New-2015-131534,28-Mar-15,02-Apr-15,Standard Class,AB-10165,TEC-AC-10002253,166.24,1,0,24.936
790,Ca-New-2015-115938,26-Jun-15,30-Jun-15,Standard Class,SA-20830,OFF-ST-10001321,15.42,1,0,4.1634
877,Ca-New-2016-116736,17-Jan-16,21-Jan-16,Standard Class,CC-12430,TEC-AC-10003628,29.99,1,0,13.1956
923,Ca-New-2015-111164,11-Apr-15,15-Apr-15,Standard Class,SE-20110,TEC-PH-10004531,21.99,1,0,10.5552
997,Ca-New-2015-162537,28-Oct-15,03-Nov-15,Standard Class,RD-19585,OFF-EN-10003862,10.67,1,0,4.9082
1084,US-2016-143819,01-Mar-16,05-Mar-16,Standard Class,KD-16270,OFF-PA-10003127,26.38,1,0,12.1348
1128,Ca-New-2015-105970,02-Mar-15,07-Mar-15,Standard Class,PA-19060,OFF-AR-10003156,10.16,1,0,2.6416
1131,Ca-New-2016-112102,12-Apr-16,16-Apr-16,Standard Class,BD-11605,OFF-PA-10000100,40.99,1,0,20.0851
1295,Ca-New-2015-101707,27-Aug-15,01-Sep-15,Standard Class,PF-19165,OFF-LA-10000134,3.08,1,0,1.4784
1312,Ca-New-2016-141082,09-Dec-16,13-Dec-16,Standard Class,FM-14380,OFF-LA-10001404,3.69,1,0,1.7343
1578,Ca-New-2016-154403,23-May-16,27-May-16,Standard Class,AP-10720,OFF-PA-10001526,4.98,1,0,2.4402
1616,Ca-New-2015-130022,10-Aug-15,16-Aug-15,Standard Class,JK-16120,OFF-LA-10002787,3.75,1,0,1.8
1765,Ca-New-2016-110254,04-Aug-16,08-Aug-16,Standard Class,ML-17755,OFF-LA-10004484,4.13,1,0,1.8998
1781,Ca-New-2016-124667,11-Nov-16,16-Nov-16,Standard Class,BD-11770,OFF-ST-10002276,83.36,1,0,20.84
1802,Ca-New-2016-149461,13-Nov-16,19-Nov-16,Standard Class,AS-10135,FUR-FU-10004270,4.18,1,0,1.5048
1842,Ca-New-2016-157763,18-Jul-16,23-Jul-16,Standard Class,KH-16330,FUR-CH-10000988,140.81,1,0,39.4268
2014,Ca-New-2016-145905,18-Sep-16,23-Sep-16,Standard Class,AM-10705,FUR-CH-10001854,350.98,1,0,84.2352
2048,Ca-New-2016-131835,17-Jul-16,21-Jul-16,Standard Class,MC-17590,OFF-PA-10004071,55.48,1,0,26.6304
2162,Ca-New-2016-101938,07-Jan-16,12-Jan-16,Standard Class,DW-13480,OFF-AR-10003696,34.58,1,0,10.0282
2294,Ca-New-2015-130995,01-Nov-15,06-Nov-15,Standard Class,QJ-19255,TEC-PH-10000347,4.95,1,0,1.3365
2298,Ca-New-2015-113145,01-Nov-15,05-Nov-15,Standard Class,VD-21670,TEC-PH-10001527,42.95,1,0,1.2885
2390,US-2015-127040,06-Dec-15,10-Dec-15,Standard Class,SG-20605,OFF-PA-10004255,6.48,1,0,3.1104
2523,Ca-New-2016-124352,15-Oct-16,21-Oct-16,Standard Class,CD-12790,TEC-PH-10003442,5.5,1,0,1.375
2589,Ca-New-2016-137729,05-May-16,09-May-16,Standard Class,BF-11005,OFF-ST-10001505,5.98,1,0,1.0166
2607,Ca-New-2016-154053,04-Mar-16,10-Mar-16,Standard Class,MG-17890,OFF-AR-10003727,16.99,1,0,4.9271
2642,Ca-New-2015-169740,20-Feb-15,25-Feb-15,Standard Class,LM-17065,TEC-AC-10000927,29.99,1,0,2.999
2817,Ca-New-2015-104626,01-Sep-15,08-Sep-15,Standard Class,DR-12940,FUR-CH-10003817,60.74,1,0,15.185
2936,US-2016-169040,06-Dec-16,12-Dec-16,Standard Class,GT-14710,OFF-EN-10000927,35.89,1,0,16.1505
2956,Ca-New-2016-153353,18-Aug-16,24-Aug-16,Standard Class,GG-14650,TEC-PH-10000439,39.99,1,0,11.5971
3032,Ca-New-2015-168480,21-Sep-15,27-Sep-15,Standard Class,DM-12955,OFF-AR-10001044,25.99,1,0,7.5371
3110,Ca-New-2016-121671,17-Jul-16,22-Jul-16,Standard Class,AA-10480,OFF-PA-10001892,7.64,1,0,3.7436
3112,Ca-New-2016-121671,17-Jul-16,22-Jul-16,Standard Class,AA-10480,OFF-ST-10000078,265.17,1,0,47.7306
3222,US-2015-137008,02-Oct-15,08-Oct-15,Standard Class,JP-15460,TEC-AC-10000892,90,1,0,32.4
3578,Ca-New-2016-103163,07-Jun-16,11-Jun-16,Standard Class,FM-14290,OFF-PA-10004000,4.73,1,0,2.3177
3579,Ca-New-2016-104157,25-Jul-16,29-Jul-16,Standard Class,MT-17815,OFF-ST-10000321,7.89,1,0,0.3156
3586,Ca-New-2015-121650,10-Dec-15,16-Dec-15,Standard Class,KD-16495,OFF-LA-10001045,2.61,1,0,1.2006
3732,Ca-New-2015-109575,18-Sep-15,23-Sep-15,Standard Class,KH-16630,TEC-PH-10000730,499.99,1,0,129.9974
3739,Ca-New-2016-133340,09-Dec-16,13-Dec-16,Standard Class,LH-17155,TEC-PH-10003988,10.9,1,0,3.052
